,country,year,busi,econ,educ,envi,gove,heal,pers,safe,soci,prosperity
240,Malta,2008,49.82833862304688,67.35250091552734,62.4448471069336,55.343143463134766,69.20441436767578,74.15165710449219,78.15848541259766,79.93036651611328,60.74091339111328,66.35051854451497
241,Montenegro,2008,48.561519622802734,59.90898513793945,59.11085510253906,48.98975372314453,48.388275146484375,73.04528045654297,63.95320129394531,72.44587707519531,44.974891662597656,57.70873769124349
242,Mongolia,2008,45.17856216430664,58.5706901550293,59.2033805847168,53.5532455444336,43.84043884277344,67.7347412109375,50.06201934814453,62.05276107788086,50.60499954223633,54.53342649671767
243,Mozambique,2008,36.29140090942383,46.24717330932617,30.677356719970703,55.2348747253418,44.21700668334961,54.45515060424805,62.42233657836914,63.629825592041016,44.78432083129883,48.66216066148546
244,Mauritania,2008,32.01188659667969,43.53631210327149,28.12575340270996,38.20230102539063,30.697622299194336,57.65007781982422,35.692222595214844,62.2911376953125,46.01693344116211,41.58047188652886
245,Mauritius,2008,55.75708770751953,65.30982208251953,58.573429107666016,60.732906341552734,68.30775451660156,74.62881469726562,73.6801528930664,73.59508514404297,56.92046356201172,65.27839067247179
246,Malawi,2008,41.16157531738281,53.165000915527344,37.20738220214844,61.887298583984375,50.18102645874024,62.60841369628906,55.92363357543945,64.36909484863281,52.23382186889648,53.19302749633789
247,Malaysia,2008,61.87358474731445,70.44779205322266,68.66863250732422,67.47785186767578,57.15412521362305,78.02201080322266,43.6729850769043,74.80574035644531,49.62690734863281,63.52773666381836
248,Namibia,2008,52.450103759765625,51.20739364624024,44.49953079223633,53.53290939331055,64.2021255493164,63.42275619506836,69.88687133789062,62.788307189941406,52.40217971801758,57.15468639797635
249,Niger,2008,31.2662353515625,45.672969818115234,14.334789276123049,49.36004257202149,41.15534973144531,54.488037109375,45.31840515136719,60.08311462402344,41.94254684448242,42.624610053168404
250,Nigeria,2008,50.40324401855469,46.67695236206055,38.904579162597656,54.74935150146485,38.02085494995117,50.9448471069336,45.47573852539063,51.16088485717773,53.614723205566406,47.772352854410805
251,Nicaragua,2008,47.02852630615234,53.663719177246094,47.45047378540039,67.84761810302734,39.53678512573242,71.41957092285156,71.51564025878906,62.92655563354492,50.01788711547852,56.822975158691406
252,Netherlands,2008,70.47692108154297,84.11817932128906,80.71310424804688,58.42363357543945,82.81453704833984,81.48846435546875,89.5179443359375,83.06033325195312,66.15227508544922,77.41837692260742
253,Norway,2008,70.734375,79.64431762695312,79.0508804321289,73.7600326538086,79.68219757080078,81.06028747558594,81.97215270996094,84.27562713623047,62.70182037353516,76.98685455322266
254,Nepal,2008,43.0431022644043,66.0519790649414,36.97787094116211,50.58686065673828,44.41796112060547,62.3603630065918,58.665802001953125,66.85262298583984,45.43782043457031,52.7104869418674
255,New Zealand,2008,70.40693664550781,80.73384094238281,77.50479888916016,74.7414321899414,81.55945587158203,79.350341796875,87.78868865966797,78.97062683105469,66.93000030517578,77.55401357014973
256,Oman,2008,54.54375076293945,64.48737335205078,54.98273468017578,48.48851776123047,46.3720932006836,78.52435302734375,47.26930618286133,77.77825927734375,51.194095611572266,58.182275984022354
257,Pakistan,2008,44.84183120727539,53.72467041015625,35.02647399902344,34.3852424621582,38.65007781982422,56.44036102294922,32.44329833984375,48.09107971191406,34.88238906860352,42.05393600463867
258,Panama,2008,58.89703750610352,64.74759674072266,58.69497680664063,64.26388549804688,51.7039794921875,73.51871490478516,71.32242584228516,66.9928207397461,53.6571159362793,62.64428371853299
259,Peru,2008,50.7092170715332,61.87137222290039,54.011844635009766,64.29248809814453,47.4357795715332,69.28742980957031,57.98679733276367,58.297847747802734,47.91940689086914,56.868020375569664
260,Philippines,2008,41.26075744628906,59.81320571899414,57.89356994628906,65.03617095947266,45.609954833984375,68.32836151123047,60.40108871459961,50.21294403076172,58.105098724365234,56.29568354288737
261,Poland,2008,50.39253234863281,68.6708984375,64.28897094726562,56.736026763916016,56.999061584472656,73.75177001953125,69.07292938232422,77.765625,49.40364456176758,63.00905100504557
262,Portugal,2008,54.18280792236328,72.80277252197266,59.9832878112793,66.51566314697266,66.8520736694336,76.45614624023438,77.2764892578125,79.15853118896484,51.057273864746094,67.1427828470866
263,Paraguay,2008,46.12910842895508,58.07561874389648,51.31590270996094,59.65138626098633,36.591835021972656,71.9227294921875,62.07809448242188,66.01016998291016,49.542362213134766,55.70191192626953
264,Qatar,2008,56.33512878417969,72.36193084716797,52.36725234985352,61.99022674560547,47.3743782043457,78.49710845947266,48.163368225097656,75.03811645507812,55.59090805053711,60.85760201348199
265,Romania,2008,55.3543815612793,64.01872253417969,62.12606430053711,57.37325668334961,47.48350143432617,68.9433822631836,63.41716766357422,70.52046966552734,40.60182189941406,58.87097422281901
266,Russia,2008,48.570308685302734,62.28154373168945,66.54328918457031,57.0826301574707,36.68393325805664,64.76580047607422,37.57536315917969,52.48060989379883,41.02713394165039,51.89006805419922
267,Rwanda,2008,40.23102188110352,55.096946716308594,37.05467224121094,55.85470199584961,48.05894470214844,67.66802215576172,55.95033264160156,65.64566040039062,40.61249923706055,51.79697799682617
268,Saudi Arabia,2008,53.16310119628906,61.15717315673828,52.13959884643555,59.01191329956055,38.62868118286133,75.60150146484375,28.818262100219727,68.54283905029297,45.04545211791992,53.56761360168457
269,Serbia,2008,44.46763229370117,59.97844314575195,62.91266250610352,53.13053894042969,44.49128341674805,70.40096282958984,61.00947189331055,71.82768249511719,40.96432113647461,56.57588873969184
270,Sudan,2008,42.8551025390625,46.296504974365234,27.9422664642334,44.53795623779297,30.19370651245117,58.820430755615234,36.25697708129883,44.56491088867188,54.90909957885742,42.93077278137207
271,Senegal,2008,38.29817962646485,50.923282623291016,31.540260314941406,52.1362190246582,42.532962799072266,60.81889724731445,63.46741485595703,63.270843505859375,50.02443313598633,50.33472145928277
272,Singapore,2008,75.99517059326172,78.330322265625,75.09720611572266,74.83589935302734,70.77194213867188,83.1338119506836,49.01636505126953,85.80448913574219,51.57291412353516,71.61756896972656
273,Sierra Leone,2008,38.57404708862305,51.71608352661133,24.140600204467773,50.15447235107422,43.60256576538086,49.64925003051758,53.34539413452149,57.90553283691406,54.883182525634766,47.107903162638344
274,El Salvador,2008,47.7348518371582,58.60649490356445,53.1097297668457,53.76658630371094,47.47722625732422,73.10386657714844,58.94975662231445,58.289493560791016,45.667091369628906,55.18945524427626
275,Suriname,2008,35.45198440551758,57.84317398071289,59.209747314453125,68.24718475341797,53.05245590209961,74.08899688720703,70.25868225097656,69.80724334716797,50.409549713134766,59.81877983940972
276,Slovakia,2008,54.50203323364258,70.87748718261719,66.35364532470703,63.10084915161133,58.78002548217773,75.49339294433594,70.629638671875,75.11804962158203,47.4849967956543,64.70445760091145
277,Slovenia,2008,50.251407623291016,74.94347381591797,69.03035736083984,62.55203628540039,65.50204467773438,76.88829803466797,80.30720520019531,82.21861267089844,58.36818313598633,68.89573542277019
278,Sweden,2008,70.37281799316406,83.56426239013672,78.22492218017578,71.6361083984375,85.25108337402344,81.96170043945312,82.06603240966797,82.0263671875,59.090457916259766,77.13263914320204
279,Swaziland,2008,47.48532104492188,46.68860626220703,46.40533447265625,48.65970993041992,27.915910720825195,63.61251449584961,38.68963241577149,60.01778411865234,49.68182373046875,47.68407079908583
280,Chad,2008,25.91795921325684,47.7471923828125,21.37346649169922,51.18260192871094,22.24698638916016,41.1772575378418,33.07005310058594,43.932373046875,40.54363250732422,36.354613622029625
281,Togo,2008,27.755603790283203,47.84664916992188,28.00275611877441,53.91623306274414,30.98676872253418,51.13468170166016,38.3043327331543,58.523704528808594,27.38527107238769,40.42844454447428
282,Thailand,2008,52.55720520019531,71.25676727294922,60.03060150146485,60.46359634399414,48.40205764770508,79.47254943847656,45.401954650878906,62.13037490844727,56.95259475708008,59.629744635687935
283,Tajikistan,2008,35.677059173583984,54.170501708984375,59.15383529663086,50.524375915527344,35.18161392211914,67.65318298339844,41.01292037963867,72.27820587158203,43.48320388793945,51.01498879326714
284,Trinidad and Tobago,2008,55.32047271728516,61.39119720458984,59.2479248046875,65.83747100830078,52.76891708374024,71.89912414550781,63.31065368652344,61.79014587402344,51.68318939208984,60.36101065741645
285,Tunisia,2008,55.139869689941406,62.54988479614258,52.633262634277344,60.48992156982422,50.8300666809082,72.79544830322266,37.097618103027344,71.30408477783203,50.13286590576172,56.99700249565972
286,Turkey,2008,46.878204345703125,63.37850189208984,53.780250549316406,59.19097137451172,53.81076431274414,73.93282318115234,50.718055725097656,53.62257385253906,40.3914794921875,55.07818052503798
287,Tanzania,2008,43.22263717651367,57.93090057373047,40.951934814453125,58.95465469360352,44.02863311767578,56.10190582275391,49.10622787475586,58.90423202514648,51.78809356689453,51.221024407280815
288,Uganda,2008,44.509273529052734,55.6924057006836,38.41859436035156,51.65714645385742,40.12399673461914,53.29865646362305,48.95635986328125,55.33272171020508,46.34545516967773,48.259401109483505
289,Ukraine,2008,40.595951080322266,61.35163879394531,60.71032333374024,51.98157501220703,37.74067306518555,64.5714340209961,55.38960647583008,64.47930908203125,40.169342041015625,52.99887254503038
290,Uruguay,2008,53.64772033691406,63.69677734375,57.72005844116211,64.2110824584961,67.39624786376953,76.33052825927734,82.41688537597656,69.99725341796875,49.61909484863281,65.00396092732747
291,United States,2008,73.25072479248047,79.2441635131836,79.14566802978516,68.7255859375,70.80196380615234,79.35816955566406,75.35745239257812,74.0059814453125,67.37999725341797,74.14107852511935
292,Venezuela,2008,34.25851821899414,57.02751159667969,53.22658920288086,69.49913787841797,29.9693546295166,70.64158630371094,57.15044784545898,58.863712310791016,43.5429573059082,52.686646143595375
293,Vietnam,2008,45.50350570678711,64.79403686523438,60.77828979492188,57.62899398803711,42.884910583496094,70.60892486572266,42.74849319458008,73.138916015625,48.90663528442383,56.33252292209201
294,Yemen,2008,34.387664794921875,43.85011291503906,24.53723907470703,38.08192443847656,31.15791130065918,58.43445587158203,31.25093650817871,55.72182083129883,42.22690963745117,39.96099726359049
295,South Africa,2008,60.65133666992188,56.63035583496094,54.35340881347656,63.398414611816406,61.44951629638672,53.29024124145508,79.10997009277344,57.126068115234375,49.63152313232422,59.51564831203885
296,Zambia,2008,46.65037536621094,46.73493194580078,41.77971649169922,59.08604431152344,45.62680816650391,59.533573150634766,53.91989517211914,60.363189697265625,49.77859115600586,51.49701393975152
297,Zimbabwe,2008,23.627126693725582,50.72504425048828,44.05780792236328,52.03892517089844,18.92928695678711,55.13323974609375,36.50990676879883,54.75794219970703,41.51104736328125,41.921147452460396
298,Afghanistan,2009,40.75189208984375,54.58877182006836,25.191408157348636,39.29334259033203,27.856353759765625,53.303165435791016,27.24990463256836,41.37719345092773,41.0552978515625,38.963036643134224
299,Angola,2009,29.50376319885254,51.53763961791992,35.10759735107422,47.83488845825195,33.056907653808594,56.17512893676758,47.75308227539063,53.3116455078125,46.542911529541016,44.53595161437988
300,Albania,2009,48.738094329833984,61.96259307861328,55.468017578125,50.37310791015625,45.76335144042969,74.61124420166016,59.23887634277344,72.5035400390625,41.82870864868164,56.72083706325955
301,United Arab Emirates,2009,60.71919250488281,67.10871887207031,58.69623565673828,61.55148315429688,50.08169937133789,78.32972717285156,48.01349639892578,81.20730590820312,52.18182373046875,61.987742529975044
302,Argentina,2009,47.55733108520508,61.61395263671875,52.03917694091797,62.89790725708008,44.28353118896485,76.56415557861328,70.95463562011719,67.85688781738281,50.23413848876953,59.33352406819662
303,Armenia,2009,46.342735290527344,51.59114456176758,59.48740768432617,55.56251525878906,37.38258361816406,67.86096954345703,49.77318572998047,67.61852264404297,39.317848205566406,52.770768059624565
304,Australia,2009,73.39405059814453,79.06866455078125,78.97803497314453,74.08642578125,80.57727813720703,81.36172485351562,84.24462127685547,80.75151062011719,67.21636962890625,77.74207560221355
305,Austria,2009,67.25395202636719,80.32658386230469,75.51341247558594,70.25004577636719,77.46758270263672,79.38566589355469,72.21591186523438,81.86601257324219,62.30954360961914,74.06541230943468
306,Azerbaijan,2009,52.78783416748047,57.1298942565918,61.87506866455078,43.56161880493164,36.94450378417969,66.26577758789062,44.94344329833984,63.75483322143555,42.77593231201172,52.22654512193468
307,Burundi,2009,32.99757385253906,45.47940826416016,30.56573867797852,58.02538299560547,36.19536972045898,62.15548706054688,47.06775665283203,58.45720291137695,36.03563690185547,45.21995078192817
308,Belgium,2009,66.51802825927734,78.0479507446289,78.78216552734375,57.02251815795898,72.80503845214844,81.25670623779297,85.64800262451172,79.02424621582031,58.1805534362793,73.0316899617513
309,Benin,2009,33.449954986572266,52.18799209594727,25.57113265991211,58.4484748840332,49.24076461791992,54.62215423583984,63.11914825439453,65.29762268066406,36.403934478759766,48.70457543267144
310,Burkina Faso,2009,34.21033477783203,52.88534164428711,26.136642456054688,59.18346786499024,39.94193649291992,60.28289794921875,59.91358947753906,71.48600006103516,42.00977325439453,49.56110933091905
311,Bangladesh,2009,45.15494155883789,55.08203506469727,37.20930862426758,46.73948287963867,47.1046028137207,66.64332580566406,45.65834426879883,68.53817749023438,40.86113739013672,50.3323728773329
312,Bulgaria,2009,51.66155624389648,62.3975944519043,62.077247619628906,56.02915191650391,50.300418853759766,69.37877655029297,63.460235595703125,72.46760559082031,42.84581756591797,58.95760048760308
313,Bahrain,2009,55.52227020263672,68.83897399902344,61.488555908203125,51.49903869628906,48.65274429321289,77.93274688720703,43.38874053955078,75.55304718017578,53.04727554321289,59.54704369439019
314,Belarus,2009,45.55376052856445,66.36502075195312,63.416748046875,63.66507339477539,31.08415985107422,67.676513671875,35.66495132446289,66.31290435791016,42.886863708496094,53.6251106262207
315,Belize,2009,47.18950271606445,59.93774032592773,51.72317123413086,63.58842086791992,46.77320098876953,73.08808135986328,61.52254486083984,62.97376251220703,49.93008804321289,57.41405698988173
316,Bolivia,2009,37.42635726928711,56.49428939819336,53.97987365722656,58.815826416015625,40.47478485107422,65.8568344116211,58.3198356628418,64.74908447265625,47.83489227294922,53.77241982354058
317,Brazil,2009,45.65793991088867,67.88923645019531,52.73550796508789,70.64047241210938,50.50960922241211,71.93482208251953,64.52886199951172,64.42333984375,52.088321685791016,60.04534573025174
318,Botswana,2009,51.32509994506836,58.62458419799805,55.37723159790039,63.34291076660156,65.2822494506836,69.82515716552734,65.99454498291016,62.176883697509766,52.18359375,60.45913950602213
319,Central African Republic,2009,32.69024658203125,46.58671569824219,15.941596031188965,58.97835540771485,31.05481338500977,47.97013854980469,39.1998291015625,41.88615036010742,49.44056701660156,40.41649023691813
320,Canada,2009,73.53729248046875,79.35890197753906,76.14261627197266,72.16726684570312,78.51765441894531,80.61620330810547,90.77547454833984,80.40432739257812,64.75090789794922,77.3634050157335
321,Switzerland,2009,70.76612091064453,79.70691680908203,77.2532958984375,74.37619018554688,79.78176879882812,83.20677185058594,81.2644271850586,83.20990753173828,61.28546142578125,76.7612067328559
322,Chile,2009,53.81415557861328,64.89218139648438,66.24620819091797,68.0670166015625,68.60899353027344,75.28202819824219,66.27132415771484,69.558349609375,52.53045654296875,65.03007931179471
323,China,2009,50.22438049316406,70.05281066894531,64.2938461303711,48.793575286865234,36.580352783203125,74.95780181884766,34.69192886352539,67.92430877685547,40.3636360168457,54.20918231540256
324,Ivory Coast,2009,35.4807243347168,50.39497756958008,26.340747833251957,58.70537185668945,27.253019332885746,53.55923080444336,52.98564529418945,60.45317077636719,39.5,44.963654200236
325,Cameroon,2009,35.477264404296875,53.43084335327149,41.9195671081543,57.61992263793945,27.90923500061035,58.15019607543945,41.92076110839844,60.07000350952149,45.936500549316406,46.93714374966092
326,Democratic Republic of Congo,2009,29.71253776550293,43.864288330078125,23.08236122131348,43.43721389770508,30.219518661499023,50.60784912109375,34.82802200317383,39.41324615478516,41.21443176269531,37.37549654642741
327,Congo,2009,35.609466552734375,42.84407043457031,37.322174072265625,60.57528305053711,25.980026245117188,52.60434722900391,45.56707763671875,58.57586288452149,40.40036010742188,44.38651869032118
328,Colombia,2009,52.30454254150391,59.79288864135742,52.76705551147461,67.4910888671875,46.14679336547852,74.06777954101562,62.52310943603516,41.9152717590332,52.74620819091797,56.63941531711154
329,Comoros,2009,33.93770217895508,45.88059997558594,29.78578186035156,53.96713638305664,35.512699127197266,57.178993225097656,37.30099868774414,62.52782440185547,41.86363220214844,44.21726311577691
330,Costa Rica,2009,49.30706405639648,65.0064926147461,60.80894470214844,67.12483215332031,65.17923736572266,77.32966613769531,79.1722640991211,68.2771987915039,54.551361083984375,65.19522900051541
331,Cyprus,2009,58.58709335327149,75.32939910888672,59.62274169921875,56.16533660888672,72.68553161621094,78.53689575195312,71.22511291503906,78.27508544921875,54.8636360168457,67.25453694661458
332,Czech Republic,2009,52.14265441894531,73.89411926269531,69.94781494140625,66.80943298339844,61.2520866394043,77.65086364746094,75.99884796142578,78.6864013671875,49.92029571533203,67.36694632636176
333,Germany,2009,66.19635009765625,80.50323486328125,74.1977767944336,70.78282165527344,77.67095947265625,81.17115020751953,79.61756134033203,82.99858856201172,61.58091354370117,74.96881739298503
334,Djibouti,2009,29.292604446411133,55.79988861083984,51.56400680541992,58.381324768066406,37.69799041748047,63.5415153503418,55.089962005615234,71.73667907714844,52.34391021728516,52.82754241095649
335,Denmark,2009,73.41203308105469,83.3172378540039,77.51583099365234,66.18762969970703,85.59413146972656,78.01696014404297,79.02726745605469,82.66315460205078,64.29954528808594,76.67042117648654
336,Dominican Republic,2009,46.17009353637695,58.94977569580078,50.63581466674805,71.56331634521484,45.90489959716797,70.61715698242188,73.03732299804688,58.302528381347656,50.80973052978516,58.443404303656685
337,Algeria,2009,41.6374397277832,54.21774291992188,52.255470275878906,62.65319442749024,33.75429153442383,72.4391860961914,34.32012939453125,65.43962097167969,44.37754821777344,51.23273595174154
338,Ecuador,2009,39.83480072021485,54.9072380065918,53.56761169433594,71.11727905273438,39.482948303222656,74.1675796508789,59.00545120239258,59.93648910522461,44.39954376220703,55.157660166422524
339,Egypt,2009,45.1359977722168,58.45206451416016,53.10863876342773,50.44167709350586,37.13991165161133,70.87928771972656,30.06660842895508,70.43937683105469,41.62934494018555,50.810323079427086
340,Spain,2009,57.66709518432617,71.37466430664062,70.19417572021484,68.68286895751953,66.49596405029297,80.36238861083984,85.43267822265625,77.21741485595703,54.741825103759766,70.24100833468967
341,Estonia,2009,54.65078353881836,69.46656799316406,66.23197174072266,70.82691192626953,65.6874771118164,72.28128051757812,66.84123229980469,72.05538177490234,47.71884536743164,65.08449469672308
342,Ethiopia,2009,37.526649475097656,57.57391357421875,37.13202667236328,50.69926834106445,39.49587631225586,53.41529083251953,45.96095275878906,55.948204040527344,42.17772674560547,46.65887875027127
343,Finland,2009,71.85076904296875,80.1886978149414,76.44708251953125,76.39485931396484,85.2441635131836,79.89371490478516,80.3614730834961,80.99320220947266,60.86455154418945,76.91539043850369
344,France,2009,63.6080322265625,76.89717864990234,72.42453002929688,71.39130401611328,68.9766616821289,80.30619049072266,75.02755737304688,79.92452239990234,53.68095779418945,71.35965940687392
345,Gabon,2009,41.20068740844727,45.73291778564453,47.50894165039063,57.12227630615234,35.872440338134766,57.106422424316406,47.78151321411133,55.95787048339844,42.5,47.864785512288414
346,United Kingdom,2009,72.6737289428711,79.03700256347656,74.93419647216797,75.37259674072266,74.39070892333984,79.86895751953125,81.45880126953125,77.96054077148438,62.289093017578125,75.3317362467448
347,Georgia,2009,49.53694915771485,56.4797477722168,59.33628845214844,51.55860137939453,44.40969467163086,67.23296356201172,52.80849838256836,62.66016387939453,41.53236389160156,53.95058568318685
348,Ghana,2009,41.28919982910156,58.39067840576172,42.67117691040039,60.36239242553711,55.51466369628906,60.383338928222656,59.92478561401367,67.03407287597656,50.525821685791016,55.121792263454864
349,Guinea,2009,35.30765914916992,45.64641571044922,22.081825256347656,62.13917541503906,33.57863998413086,47.786746978759766,47.792999267578125,53.20598983764648,46.79050064086914,43.814439137776695
350,Greece,2009,51.456336975097656,68.85133361816406,59.5904426574707,64.22554016113281,59.4824447631836,78.07525634765625,61.672698974609375,77.84921264648438,44.81454849243164,62.8908682929145
351,Guatemala,2009,49.9426155090332,60.70354080200195,48.31332778930664,65.552978515625,41.47516250610352,71.11598205566406,52.17025375366211,59.98958206176758,52.88246154785156,55.79398939344618
352,Guyana,2009,41.37276840209961,57.37562942504883,51.62791061401367,61.977081298828125,46.5556755065918,69.9472427368164,60.27391052246094,62.850223541259766,54.54800033569336,56.28093804253472
353,Hong Kong,2009,76.05276489257812,76.00484466552734,73.29376983642578,56.012451171875,64.78577423095703,82.35880279541016,70.07264709472656,83.77401733398438,53.59090423583984,70.66066402859158
354,Honduras,2009,48.74640274047852,57.387054443359375,52.72428512573242,57.45280456542969,40.28445053100586,73.38623046875,60.49698638916016,55.88608932495117,47.524658203125,54.87655131022135
355,Croatia,2009,47.18563079833984,65.36994934082031,63.4781608581543,62.43988800048828,54.272796630859375,73.97441101074219,65.53431701660156,75.98314666748047,41.84550476074219,61.120422787136505
356,Hungary,2009,53.10738754272461,65.55215454101562,64.0304183959961,51.05569839477539,58.33369445800781,74.79198455810547,74.10480499267578,75.38428497314453,48.20772933959961,62.72979524400499
357,Indonesia,2009,47.55170822143555,65.19554901123047,55.76776123046875,60.854190826416016,53.00586318969727,67.39396667480469,40.41200256347656,74.16864013671875,53.85868453979492,57.57870737711588
358,India,2009,48.55360412597656,62.605506896972656,47.38300704956055,46.382080078125,57.268802642822266,60.030704498291016,47.83031845092773,52.0787239074707,42.92097854614258,51.67263624403212
359,Ireland,2009,69.29473114013672,73.4404067993164,76.26970672607422,67.95451354980469,74.9813232421875,78.4783935546875,84.08182525634766,81.34480285644531,64.00137329101562,74.42745293511285
360,Iran,2009,43.54286956787109,53.80331802368164,53.85320663452149,55.057464599609375,31.46330451965332,71.68226623535156,26.22222328186035,55.60088348388672,45.42820739746094,48.517082638210724
361,Iraq,2009,33.82855987548828,43.46937942504883,36.58092498779297,34.736366271972656,32.2775764465332,62.133209228515625,27.009796142578125,49.56139755249024,44.8072509765625,40.48938454522027
362,Iceland,2009,69.00971984863281,76.07278442382812,66.7552261352539,71.86197662353516,77.96502685546875,82.76515197753906,85.08010864257812,84.21575927734375,63.96000289916992,75.29841740926106
363,Israel,2009,60.01054000854492,72.77357482910156,71.94355773925781,49.41835784912109,66.74689483642578,79.77879333496094,52.042781829833984,66.24537658691406,52.21709060668945,63.464107513427734
364,Italy,2009,51.58671188354492,70.70248413085938,70.87208557128906,64.50190734863281,57.12461471557617,79.7316665649414,72.49124908447266,77.96965789794922,56.75181579589844,66.859132554796
365,Jamaica,2009,50.54888916015625,61.5894775390625,54.10544967651367,64.07756805419922,50.82512664794922,72.96365356445312,62.77002716064453,58.22578048706055,52.6990966796875,58.64500766330295
366,Jordan,2009,46.65696716308594,60.94935607910156,55.90411376953125,57.9116096496582,47.571571350097656,75.39661407470703,41.3008918762207,75.38700103759766,46.31364059448242,56.37686284383138
367,Japan,2009,66.1461181640625,74.10584259033203,73.04228973388672,62.92598342895508,69.67231750488281,82.80128479003906,66.1363754272461,85.45022583007812,48.37591171264648,69.85070546468098
368,Kazakhstan,2009,47.88864517211914,62.59320831298828,63.94884490966797,56.97420120239258,36.28765869140625,69.53360748291016,41.51249313354492,65.7008285522461,42.531005859375,54.10783259073893
369,Kenya,2009,49.80207824707031,53.42469024658203,46.702518463134766,54.52679443359375,36.63996887207031,59.40199661254883,47.548954010009766,49.79942321777344,52.94210815429688,50.08761469523112
370,Kyrgyzstan,2009,51.65981674194336,56.996917724609375,57.70549774169922,58.565162658691406,33.50934600830078,71.06277465820312,47.194950103759766,65.3825912475586,43.83454132080078,53.99017757839627
371,Cambodia,2009,41.886810302734375,59.268497467041016,52.13092422485352,57.10823440551758,38.14381408691406,66.77438354492188,59.47832489013672,63.36852264404297,46.414817810058594,53.841592152913414
372,South Korea,2009,58.57939910888672,74.09981536865234,73.18048858642578,56.38518905639648,59.02277374267578,78.90544128417969,58.48234176635742,75.0355453491211,46.609500885009766,64.47783279418945
373,Kuwait,2009,49.54736709594727,64.88011932373047,52.71223831176758,56.51206207275391,45.33509063720703,76.990966796875,51.206146240234375,77.39021301269531,56.265907287597656,58.98223453097873
374,Laos,2009,42.89569854736328,64.28850555419922,46.11577224731445,51.8745231628418,35.171993255615234,64.09131622314453,44.60562515258789,69.1865234375,54.95291519165039,52.575874752468536
375,Lebanon,2009,48.12824249267578,61.37546157836914,51.92886734008789,59.08939743041992,38.663570404052734,70.11670684814453,52.385013580322266,66.71766662597656,46.5538215637207,54.995416429307724
376,Liberia,2009,45.24062347412109,48.69664764404297,25.2342586517334,57.26152038574219,45.43540191650391,56.025177001953125,52.592552185058594,52.27897262573242,50.41782379150391,48.13144196404351
377,Libya,2009,37.590431213378906,53.17192077636719,45.33467483520508,48.6649055480957,30.36454963684082,74.31974029541016,26.581684112548828,63.22895812988281,53.590911865234375,48.09419737921821
378,Sri Lanka,2009,46.34842300415039,65.52555847167969,60.15512847900391,63.68088150024414,51.6489486694336,74.42048645019531,45.65317153930664,43.96395111083984,56.7713623046875,56.46310128106011
379,Lesotho,2009,43.02816009521485,42.30307769775391,40.647762298583984,51.37456512451172,45.67637252807617,58.328556060791016,56.30031967163086,60.09383773803711,48.18636703491211,49.548779805501304
380,Lithuania,2009,50.96586227416992,65.009765625,59.6771354675293,61.48019409179688,56.672813415527344,69.2147216796875,67.00516510009766,66.99830627441406,36.20863723754883,59.24806679619683
381,Luxembourg,2009,59.19799041748047,79.92020416259766,65.958740234375,73.960205078125,80.3224105834961,84.24256896972656,86.28079223632812,83.31501770019531,61.58772659301758,74.9761839972602
382,Latvia,2009,55.76906967163086,65.91695404052734,62.02326583862305,66.62838745117188,53.29181671142578,67.68601989746094,59.97071838378906,68.42041778564453,46.13099670410156,60.64862738715278
383,Morocco,2009,48.58172225952149,61.02205657958984,37.54249954223633,59.42627334594727,38.76796722412109,68.75336456298828,43.86075210571289,72.03585815429688,42.06364059448242,52.45045937432183
384,Moldova,2009,43.20404052734375,56.91287612915039,60.554569244384766,45.26155471801758,42.3868408203125,63.349239349365234,48.56560134887695,61.571388244628906,43.99234008789063,51.7553833855523
385,Madagascar,2009,37.297096252441406,47.731178283691406,35.62873840332031,53.498382568359375,37.48217391967773,55.95074844360352,48.454776763916016,66.75846099853516,39.95136260986328,46.9725464714898
386,Mexico,2009,54.78431701660156,60.734619140625,60.26259613037109,61.85617446899414,49.05856704711914,74.98567199707031,57.61958312988281,52.80657958984375,48.18859100341797,57.81074439154731
387,Macedonia,2009,48.06525802612305,54.687530517578125,63.67084884643555,57.11635208129883,48.56344223022461,71.80158233642578,63.39765167236328,71.4099349975586,42.2768440246582,57.88771608140733
388,Mali,2009,39.124149322509766,49.3139877319336,19.92819023132324,48.54981994628906,46.55137252807617,56.40283966064453,59.917606353759766,64.12628936767578,43.24370574951172,47.461995654635956
389,Malta,2009,50.39743041992188,67.49679565429688,61.55900192260742,55.614967346191406,67.87012481689453,74.77938842773438,78.01033020019531,81.66726684570312,60.74091339111328,66.45957989162869
390,Montenegro,2009,50.70735931396485,59.39754867553711,60.23571014404297,49.944297790527344,50.06779479980469,72.39484405517578,65.97789764404297,72.3472671508789,44.72184371948242,58.421618143717446
391,Mongolia,2009,45.37873077392578,58.76447677612305,59.522987365722656,53.66688537597656,43.67732238769531,67.47145080566406,50.43238830566406,62.82475662231445,50.60499954223633,54.704888661702476
392,Mozambique,2009,36.6965217590332,46.640167236328125,28.166393280029297,55.65396499633789,42.90305709838867,54.81227493286133,62.16307830810547,64.32695770263672,45.060455322265625,48.491430070665146
393,Mauritania,2009,32.77223587036133,45.602081298828125,29.240741729736328,40.976844787597656,31.729082107543945,56.11182403564453,39.64915466308594,61.42337417602539,49.94527816772461,43.0500685373942
