,country,year,busi,econ,educ,envi,gove,heal,pers,safe,soci,prosperity
94,Mozambique,2007,36.54680252075195,45.91517639160156,29.01404190063477,55.50032806396485,44.31979370117188,54.68153381347656,64.67642211914062,63.7728157043457,46.87522888183594,49.03357145521376
95,Mauritania,2007,32.40085983276367,43.06941604614258,26.465187072753903,39.24957656860352,41.17924118041992,57.33353042602539,39.47573852539063,62.71294784545898,46.02923202514648,43.10174772474501
96,Mauritius,2007,54.52019119262695,63.43932342529297,58.592533111572266,62.86472702026367,66.25275421142578,74.60076141357422,75.01349639892578,73.08642578125,56.92046356201172,65.03229734632704
97,Malawi,2007,39.89656448364258,53.18315505981445,36.68717956542969,61.45548248291016,50.00153732299805,61.290794372558594,57.5162239074707,64.59579467773438,52.23382186889648,52.98450597127279
98,Malaysia,2007,61.64641952514648,70.638427734375,67.63617706298828,66.35894012451172,57.83484649658203,78.09380340576172,46.09503936767578,74.28936004638672,51.13795852661133,63.74788581000434
99,Namibia,2007,51.03213882446289,56.63235855102539,44.9296760559082,52.97836685180664,62.45359802246094,63.007362365722656,71.51651000976562,61.74755096435547,52.40217971801758,57.411082373725044
100,Niger,2007,31.610292434692383,45.07548141479492,13.961565017700195,48.61004257202149,40.735443115234375,53.155853271484375,44.15475082397461,61.70662689208984,44.715274810791016,42.636147816975914
101,Nigeria,2007,51.69681930541992,45.58919906616211,39.97933578491211,53.68662643432617,36.58115005493164,50.04842758178711,49.25093460083008,55.37662506103516,53.47835922241211,48.40971967909071
102,Nicaragua,2007,47.43135452270508,53.6759033203125,47.80992126464844,68.17832946777344,41.194034576416016,70.26712036132812,69.7665786743164,63.9580192565918,52.92698287963867,57.2453604804145
103,Netherlands,2007,71.04085540771484,83.51280975341797,80.46593475341797,58.41188430786133,82.97328186035156,81.33692169189453,90.6841812133789,83.21546936035156,65.2431869506836,77.43161392211914
104,Norway,2007,70.24584197998047,79.14329528808594,79.09870910644531,73.54850769042969,80.7342758178711,80.62454223632812,81.4536361694336,84.70748901367188,62.70182037353516,76.91756863064236
105,Nepal,2007,42.45664596557617,65.66411590576172,35.35655212402344,50.22322082519531,39.98912811279297,62.34112548828125,56.05713272094727,66.5812759399414,41.6363639831543,51.145062340630425
106,New Zealand,2007,70.58988952636719,83.06465148925781,77.52787780761719,75.57234191894531,82.66027069091797,78.73135375976562,88.97473907470703,78.84187316894531,66.92227935791016,78.0983640882704
107,Oman,2007,52.66337966918945,64.03882598876953,56.0925407409668,48.48488235473633,43.85697555541992,78.2685775756836,48.0841178894043,77.88651275634766,51.194095611572266,57.84110090467665
108,Pakistan,2007,46.45496368408203,55.65777587890625,34.56581497192383,34.23069381713867,35.68681335449219,58.980224609375,32.14527893066406,48.78219223022461,35.09454727172852,42.39981163872613
109,Panama,2007,58.82218551635742,64.63507080078125,58.84073257446289,63.30085372924805,50.65243148803711,73.67328643798828,68.20729064941406,68.88107299804688,55.06621170043945,62.45323732164171
110,Peru,2007,50.59965133666992,60.64202880859375,53.52421569824219,63.50611877441406,46.719032287597656,69.26854705810547,58.78266143798828,60.273414611816406,47.60122680664063,56.768544091118706
111,Philippines,2007,42.37722396850586,59.23227691650391,56.98178863525391,63.78525924682617,45.66465377807617,67.1262435913086,60.73527908325195,47.602176666259766,56.42327499389648,55.54757520887587
112,Poland,2007,50.120723724365234,68.53123474121094,63.742671966552734,56.50602722167969,54.829986572265625,74.08261108398438,71.14871978759766,75.73684692382812,48.176368713378906,62.54168785942925
113,Portugal,2007,55.47410202026367,72.81614685058594,59.40579605102539,66.0865707397461,67.44271850585938,76.06928253173828,78.53575134277344,78.31747436523438,51.057273864746094,67.24501291910808
114,Paraguay,2007,44.594425201416016,57.2906494140625,51.0944709777832,59.28775024414063,34.47886276245117,73.01136016845703,62.70600128173828,65.78304290771484,49.93717956542969,55.353749169243706
115,Qatar,2007,56.1494369506836,71.56375885009766,52.86940383911133,62.92204284667969,45.444766998291016,79.3657455444336,49.08928680419922,74.21644592285156,55.59090805053711,60.80131064520942
116,Romania,2007,54.60930633544922,62.64861297607422,63.067901611328125,56.1687126159668,47.85613250732422,68.93157958984375,61.56532287597656,71.62010955810547,41.43566131591797,58.655926598442925
117,Russia,2007,47.94700622558594,61.34496307373047,65.00154876708984,55.28510284423828,34.158042907714844,63.759986877441406,38.9029541015625,53.32602310180664,42.9816780090332,51.41192287868924
118,Rwanda,2007,40.10288238525391,55.28193283081055,36.992774963378906,54.831974029541016,47.18672943115234,67.51461029052734,56.13551330566406,63.62784957885742,40.58036422729492,51.36162567138672
119,Saudi Arabia,2007,52.15746307373047,61.27230072021485,53.448997497558594,61.65827560424805,37.03745269775391,76.25630187988281,31.480619430541992,63.89071273803711,50.3636360168457,54.17397329542372
120,Serbia,2007,43.83455276489258,58.72080993652344,62.86302947998047,50.67598724365234,44.034278869628906,70.38722229003906,64.19465637207031,71.68811798095703,40.932411193847656,56.37011845906576
121,Sudan,2007,42.688453674316406,46.29429244995117,27.34017944335937,44.231590270996094,31.01426315307617,58.5658073425293,36.70142364501953,45.91533660888672,54.90909957885742,43.07338290744357
122,Senegal,2007,34.283016204833984,53.272987365722656,32.60321807861328,52.82258224487305,43.615814208984375,63.26657104492188,63.89118576049805,67.58476257324219,49.75170516967773,51.23242696126302
123,Singapore,2007,75.57946014404297,78.6213607788086,74.663330078125,74.29045104980469,69.92662811279297,84.31001281738281,52.192081451416016,85.81846618652344,56.75473785400391,72.46183649698894
124,Sierra Leone,2007,37.76928329467773,53.59310531616211,27.42476463317871,49.8999252319336,41.52104568481445,48.92345428466797,57.03101348876953,57.72446441650391,57.61045837402344,47.94416830274794
125,El Salvador,2007,46.85472106933594,59.19597625732422,52.74800491333008,55.84553527832031,47.25684356689453,73.6579360961914,60.30031967163086,56.97409057617188,45.62163925170898,55.38389629787869
126,Suriname,2007,35.05438995361328,57.61217498779297,57.64104843139648,68.22627258300781,52.52548599243164,73.85162353515625,70.4068374633789,68.81705474853516,50.409549713134766,59.39382637871636
127,Slovakia,2007,54.11396026611328,69.63784790039062,66.05520629882812,61.53266906738281,58.14790725708008,75.31011962890625,70.59259796142578,76.7372055053711,47.4849967956543,64.4013900756836
128,Slovenia,2007,48.63217926025391,74.52772521972656,69.10336303710938,58.8300895690918,64.98542785644531,76.69380950927734,80.7146224975586,80.22604370117188,58.25636291503906,67.99662484063043
129,Sweden,2007,70.49724578857422,82.5764389038086,78.44947052001953,70.79537200927734,84.53209686279297,81.34333038330078,82.38128662109375,81.393310546875,59.81772994995117,76.86514239841037
130,Swaziland,2007,47.50103378295898,46.69871139526367,46.40533447265625,48.250614166259766,27.253183364868164,63.35442733764648,38.8377799987793,60.622352600097656,49.68182373046875,47.62280676099989
131,Chad,2007,24.860708236694336,44.910274505615234,18.21506118774414,49.70532989501953,22.125022888183597,40.261260986328125,28.32069969177246,45.52956771850586,32.68000411987305,34.067547692192925
132,Togo,2007,29.873878479003903,48.73430252075195,29.525434494018555,53.71168899536133,30.041540145874023,51.95242691040039,36.67470550537109,57.491241455078125,27.38527107238769,40.59894328647189
133,Thailand,2007,52.850677490234375,72.46376037597656,60.27823638916016,59.60906600952149,45.71694564819336,78.94110107421875,48.882572174072266,60.5374755859375,57.15134048461914,59.60346391465929
134,Tajikistan,2007,35.763797760009766,52.21916580200195,56.95135498046875,50.66074752807617,34.9040412902832,67.97936248779297,43.62187576293945,68.01253509521484,45.07411575317383,50.57633293999566
135,Trinidad and Tobago,2007,55.27417755126953,60.91336441040039,59.50299072265625,66.07383728027344,52.65126800537109,72.01976776123047,65.08843231201172,63.47828674316406,51.68318939208984,60.74281268649631
136,Tunisia,2007,53.58097076416016,62.04270553588867,53.23989868164063,60.29264831542969,51.30993270874024,72.62261962890625,36.98650741577149,71.29393005371094,50.13286590576172,56.833564334445526
137,Turkey,2007,47.47373962402344,64.51673126220703,52.2868766784668,58.12824249267578,53.47410583496094,73.50901794433594,53.30807113647461,56.19927215576172,45.07329559326172,55.996594746907554
138,Tanzania,2007,44.42150115966797,59.39191436767578,41.86046600341797,58.52738571166992,47.64594268798828,56.04612731933594,50.67384719848633,64.05157470703125,45.28808975219727,51.98964987860786
139,Uganda,2007,44.54803085327149,56.21344375610352,39.02947235107422,51.15714645385742,41.70228576660156,54.30148696899414,54.33964538574219,53.617286682128906,51.25454711914063,49.5737050374349
140,Ukraine,2007,40.55452346801758,61.87201690673828,60.71901321411133,48.86430358886719,37.151100158691406,65.77876281738281,57.94430541992188,62.01273727416992,39.1238899230957,52.668961418999565
141,Uruguay,2007,51.4981689453125,62.57042694091797,56.74354553222656,64.0419921875,66.84747314453125,76.1252212524414,82.71489715576172,71.21517944335938,48.5281867980957,64.47612126668294
142,United States,2007,72.27677917480469,80.11787414550781,78.71100616455078,67.07869720458984,69.16072082519531,78.65673065185547,75.39447784423828,73.8377685546875,65.75090789794922,73.4427736070421
143,Venezuela,2007,34.7767333984375,57.80162048339844,54.251556396484375,71.37459564208984,31.938133239746094,71.87862396240234,60.29342269897461,57.192779541015625,49.63386535644531,54.3490367465549
144,Vietnam,2007,44.06755065917969,62.92811584472656,59.61900329589844,57.10444641113281,42.927825927734375,68.90113067626953,43.322998046875,72.20772552490234,47.90663909912109,55.442826165093315
145,Yemen,2007,26.433034896850582,43.77265167236328,24.555931091308597,41.83828353881836,31.51717567443848,58.33677673339844,32.102787017822266,58.39943313598633,42.22690963745117,39.909220377604164
146,South Africa,2007,60.01456832885742,55.940460205078125,53.6579475402832,64.91768646240234,64.75001525878906,53.30916213989258,79.22367095947266,59.51300811767578,47.176979064941406,59.833722008599175
147,Zambia,2007,44.9276237487793,45.25148391723633,37.58028030395508,59.13149642944336,42.5316047668457,57.86145782470703,51.12087631225586,62.42394256591797,47.54795837402344,49.81963602701823
148,Zimbabwe,2007,23.943567276000977,51.26545333862305,48.30721282958984,51.99347305297852,19.968524932861328,54.63358688354492,39.76485824584961,55.90795135498047,43.331729888916016,43.2351508670383
149,Afghanistan,2008,35.69316101074219,53.4597282409668,22.95443725585937,40.02061462402344,29.35858726501465,52.24007415771485,30.006153106689453,37.399112701416016,37.69165802001953,37.64705848693848
150,Angola,2008,28.59781646728516,51.65153884887695,36.21887969970703,47.91397857666016,30.85690689086914,56.99851608276367,45.79012298583984,56.41912078857422,46.542911529541016,44.55442131890191
151,Albania,2008,47.72447967529297,60.86312484741211,55.94550323486328,51.168556213378906,43.49728393554688,74.5724105834961,59.090728759765625,70.09166717529297,41.7406120300293,56.07715182834201
152,United Arab Emirates,2008,58.07464218139648,66.65776062011719,59.89180374145508,61.77875518798828,49.64459991455078,77.9898910522461,48.2357177734375,80.54093170166016,52.18182373046875,61.66621398925781
153,Argentina,2008,46.1721305847168,61.46648025512695,52.33219146728516,64.36335754394531,44.09147644042969,74.15382385253906,62.52742385864258,68.3622817993164,48.53713607788086,58.00070020887587
