,isocode,educ,rank_educ,country
950,HND,51.99020385742188,95,Honduras
951,HRV,64.75028991699219,36,Croatia
952,HUN,64.60993957519531,37,Hungary
953,IDN,56.52651977539063,74,Indonesia
954,IND,48.70513534545898,106,India
955,IRL,78.45718383789062,9,Ireland
956,IRN,58.16455459594727,69,Iran
957,IRQ,38.63873291015625,125,Iraq
958,ISL,67.94654846191406,27,Iceland
959,ISR,74.77737426757812,17,Israel
960,ITA,72.17939758300781,22,Italy
961,JAM,54.58296585083008,80,Jamaica
962,JOR,54.472957611083984,82,Jordan
963,JPN,73.76432800292969,20,Japan
964,KAZ,63.37055969238281,40,Kazakhstan
965,KEN,48.97721862792969,104,Kenya
966,KGZ,58.46006774902344,68,Kyrgyzstan
967,KHM,53.95296859741211,83,Cambodia
968,KOR,74.59581756591797,18,South Korea
969,KWT,51.28989791870117,99,Kuwait
970,LAO,49.45654678344727,102,Laos
971,LBN,49.7491455078125,101,Lebanon
972,LBR,28.16288185119629,140,Liberia
973,LBY,45.68561172485352,111,Libya
974,LKA,60.081790924072266,60,Sri Lanka
975,LSO,41.24271011352539,118,Lesotho
976,LTU,62.148582458496094,46,Lithuania
977,LUX,66.58366394042969,30,Luxembourg
978,LVA,66.62332916259766,29,Latvia
979,MAR,41.60338973999024,116,Morocco
980,MDA,61.77873611450195,47,Moldova
981,MDG,34.43992614746094,129,Madagascar
982,MEX,61.34326934814453,49,Mexico
983,MKD,64.37810516357422,38,Macedonia
984,MLI,21.783424377441406,146,Mali
985,MLT,60.52423858642578,57,Malta
986,MNE,62.43579864501953,43,Montenegro
987,MNG,60.74498748779297,55,Mongolia
988,MOZ,30.04135131835937,138,Mozambique
989,MRT,32.02824401855469,132,Mauritania
990,MUS,60.03106689453125,61,Mauritius
991,MWI,39.09528732299805,124,Malawi
992,MYS,68.90226745605469,25,Malaysia
993,NAM,47.11653137207031,109,Namibia
994,NER,18.905967712402344,149,Niger
995,NGA,39.96063995361328,122,Nigeria
996,NIC,49.91484451293945,100,Nicaragua
997,NLD,80.52356719970703,2,Netherlands
998,NOR,79.28192901611328,6,Norway
999,NPL,42.106143951416016,115,Nepal
1000,NZL,74.96324157714844,16,New Zealand
1001,OMN,56.70362854003906,72,Oman
1002,PAK,36.37994003295898,127,Pakistan
1003,PAN,60.23335266113281,59,Panama
1004,PER,51.68379592895508,98,Peru
1005,PHL,59.23623275756836,65,Philippines
1006,POL,65.16690063476562,34,Poland
1007,PRT,60.45240020751953,58,Portugal
1008,PRY,51.75374603271485,97,Paraguay
1009,QAT,52.88368988037109,90,Qatar
1010,ROU,61.30608367919922,50,Romania
1011,RUS,67.87409210205078,28,Russia
1012,RWA,40.840782165527344,119,Rwanda
1013,SAU,53.44975662231445,86,Saudi Arabia
1014,SCG,62.52487182617188,42,Serbia
1015,SDN,24.046798706054688,144,Sudan
1016,SEN,30.107542037963867,137,Senegal
1017,SGP,78.32411193847656,10,Singapore
1018,SLE,26.12276077270508,141,Sierra Leone
1019,SLV,53.16123962402344,87,El Salvador
1020,SUR,56.69064331054688,73,Suriname
1021,SVK,66.57665252685547,31,Slovakia
1022,SVN,70.37677764892578,23,Slovenia
1023,SWE,76.5644302368164,13,Sweden
1024,SWZ,48.47786712646485,107,Swaziland
1025,TCD,21.68613624572754,147,Chad
1026,TGO,31.79083824157715,133,Togo
1027,THA,60.53771209716797,56,Thailand
1028,TJK,59.64424514770508,62,Tajikistan
1029,TTO,59.61648178100586,63,Trinidad and Tobago
1030,TUN,52.16388702392578,91,Tunisia
1031,TUR,55.70834732055664,78,Turkey
1032,TZA,40.81019592285156,120,Tanzania
1033,UGA,40.28990936279297,121,Uganda
1034,UKR,62.17935562133789,45,Ukraine
1035,URY,56.419952392578125,75,Uruguay
1036,USA,78.94091033935547,8,United States
1037,VEN,52.95991134643555,88,Venezuela
1038,VNM,62.24253082275391,44,Vietnam
1039,YEM,25.95774269104004,143,Yemen
1040,ZAF,54.542964935302734,81,South Africa
1041,ZMB,42.691192626953125,114,Zambia
1042,ZWE,49.134578704833984,103,Zimbabwe
1043,AFG,27.42801856994629,140,Afghanistan
1044,AGO,33.941917419433594,128,Angola
1045,ALB,56.00871276855469,77,Albania
1046,ARE,59.55677795410156,64,United Arab Emirates
1047,ARG,60.64588928222656,58,Argentina
1048,ARM,60.97895431518555,52,Armenia
1049,AUS,79.18455505371094,7,Australia
1050,AUT,76.34408569335938,14,Austria
1051,AZE,62.86567306518555,42,Azerbaijan
1052,BDI,32.552181243896484,132,Burundi
1053,BEL,79.26760864257812,6,Belgium
1054,BEN,29.92627716064453,137,Benin
1055,BFA,30.607282638549805,135,Burkina Faso
1056,BGD,41.551849365234375,116,Bangladesh
1057,BGR,62.84908676147461,43,Bulgaria
1058,BHR,59.218299865722656,67,Bahrain
1059,BLR,62.84209442138672,44,Belarus
1060,BLZ,53.271820068359375,87,Belize
1061,BOL,53.40665435791016,84,Bolivia
1062,BRA,52.75871658325195,91,Brazil
1063,BWA,55.2490119934082,80,Botswana
1064,CAF,19.637805938720703,149,Central African Republic
1065,CAN,77.3809585571289,11,Canada
1066,CHE,81.02157592773438,1,Switzerland
1067,CHL,64.57117462158203,36,Chile
1068,CHN,65.75704193115234,33,China
1069,CIV,29.562225341796875,138,Ivory Coast
1070,CMR,42.93085479736328,113,Cameroon
1071,COD,26.364221572875977,142,Democratic Republic of Congo
1072,COG,37.6263427734375,124,Congo
1073,COL,55.32466125488281,79,Colombia
1074,COM,33.19847106933594,131,Comoros
1075,CRI,61.39662170410156,49,Costa Rica
1076,CYP,60.71122741699219,56,Cyprus
1077,CZE,69.23739624023438,26,Czech Republic
1078,DEU,75.991455078125,15,Germany
1079,DJI,53.372501373291016,86,Djibouti
1080,DNK,77.18531799316406,12,Denmark
1081,DOM,53.25656509399414,88,Dominican Republic
1082,DZA,53.37495803833008,85,Algeria
1083,ECU,57.04010009765625,74,Ecuador
1084,EGY,50.65895462036133,99,Egypt
1085,ESP,70.28939819335938,23,Spain
1086,EST,66.58307647705078,31,Estonia
1087,ETH,36.82524108886719,126,Ethiopia
1088,FIN,80.29180145263672,3,Finland
1089,FRA,73.73631286621094,20,France
1090,GAB,46.89063262939453,110,Gabon
1091,GBR,78.24400329589844,10,United Kingdom
1092,GEO,60.7370491027832,55,Georgia
1093,GHA,44.17637252807617,112,Ghana
1094,GIN,22.404861450195312,145,Guinea
1095,GRC,58.837158203125,68,Greece
1096,GTM,47.53049850463867,108,Guatemala
1097,GUY,52.0545768737793,94,Guyana
1098,HKG,73.00788879394531,21,Hong Kong
1099,HND,52.95449066162109,89,Honduras
1100,HRV,64.18215942382812,37,Croatia
1101,HUN,64.17976379394531,38,Hungary
1102,IDN,56.90202713012695,75,Indonesia
1103,IND,48.59643173217773,106,India
1104,IRL,78.80812072753906,8,Ireland
1105,IRN,57.05763626098633,73,Iran
1106,IRQ,36.93795394897461,125,Iraq
1107,ISL,67.94647216796875,28,Iceland
1108,ISR,74.68614196777344,17,Israel
1109,ITA,69.60801696777344,25,Italy
1110,JAM,54.38827896118164,81,Jamaica
1111,JOR,52.62138748168945,92,Jordan
1112,JPN,74.0738525390625,18,Japan
1113,KAZ,62.98897933959961,40,Kazakhstan
1114,KEN,49.86415863037109,103,Kenya
1115,KGZ,59.37158584594727,66,Kyrgyzstan
1116,KHM,54.01449966430664,82,Cambodia
1117,KOR,73.83828735351562,19,South Korea
1118,KWT,51.83783721923828,97,Kuwait
1119,LAO,49.809513092041016,104,Laos
1120,LBN,50.250274658203125,102,Lebanon
1121,LBR,26.241174697875977,143,Liberia
1122,LBY,46.51128387451172,111,Libya
1123,LKA,60.6541748046875,57,Sri Lanka
1124,LSO,41.08322143554688,118,Lesotho
1125,LTU,62.31935501098633,46,Lithuania
1126,LUX,67.30590057373047,29,Luxembourg
1127,LVA,66.07173919677734,32,Latvia
1128,MAR,41.20707321166992,117,Morocco
1129,MDA,61.50348663330078,48,Moldova
1130,MDG,33.88667297363281,129,Madagascar
1131,MEX,61.29772186279297,50,Mexico
1132,MKD,65.15638732910156,35,Macedonia
1133,MLI,21.92277336120605,146,Mali
1134,MLT,62.931114196777344,41,Malta
1135,MNE,60.83064270019531,54,Montenegro
1136,MNG,60.94002532958984,53,Mongolia
1137,MOZ,30.11797332763672,136,Mozambique
1138,MRT,30.85190963745117,134,Mauritania
1139,MUS,59.92460250854492,62,Mauritius
1140,MWI,39.000465393066406,123,Malawi
1141,MYS,68.33855438232422,27,Malaysia
1142,NAM,47.156288146972656,109,Namibia
1143,NER,19.88605499267578,148,Niger
1144,NGA,40.19621276855469,121,Nigeria
1145,NIC,50.57839584350586,100,Nicaragua
1146,NLD,80.3165054321289,2,Netherlands
1147,NOR,79.59111785888672,5,Norway
1148,NPL,42.46879959106445,114,Nepal
1149,NZL,75.26703643798828,16,New Zealand
1150,OMN,56.46293640136719,76,Oman
1151,PAK,36.222015380859375,127,Pakistan
1152,PAN,59.42256546020508,65,Panama
1153,PER,52.31232070922852,93,Peru
1154,PHL,58.7906608581543,69,Philippines
1155,POL,65.29953002929688,34,Poland
1156,PRT,60.29838943481445,60,Portugal
1157,PRY,51.45378112792969,98,Paraguay
1158,QAT,52.8857536315918,90,Qatar
1159,ROU,61.20839691162109,51,Romania
1160,RUS,69.775390625,24,Russia
1161,RWA,40.91510772705078,119,Rwanda
1162,SAU,53.52183532714844,83,Saudi Arabia
1163,SCG,62.700439453125,45,Serbia
1164,SDN,24.63408088684082,144,Sudan
1165,SEN,33.48218536376953,130,Senegal
1166,SGP,78.60209655761719,9,Singapore
1167,SLE,27.56063270568848,139,Sierra Leone
1168,SLV,51.85757446289063,96,El Salvador
1169,SUR,57.15026092529297,72,Suriname
1170,SVK,66.8035888671875,30,Slovakia
1171,SVN,70.76398468017578,22,Slovenia
1172,SWE,76.93881225585938,13,Sweden
1173,SWZ,48.47786712646485,107,Swaziland
1174,TCD,21.09682273864746,147,Chad
1175,TGO,32.360557556152344,133,Togo
1176,THA,60.11467742919922,61,Thailand
1177,TJK,60.45966339111328,59,Tajikistan
1178,TTO,59.65217208862305,63,Trinidad and Tobago
1179,TUN,50.4677848815918,101,Tunisia
1180,TUR,55.783016204833984,78,Turkey
1181,TZA,40.69215393066406,120,Tanzania
1182,UGA,39.9327507019043,122,Uganda
1183,UKR,63.20016479492188,39,Ukraine
1184,URY,57.5943717956543,70,Uruguay
1185,USA,79.61146545410156,4,United States
1186,VEN,52.011661529541016,95,Venezuela
1187,VNM,61.757511138916016,47,Vietnam
1188,YEM,27.087793350219727,141,Yemen
1189,ZAF,57.20981979370117,71,South Africa
1190,ZMB,41.68593597412109,115,Zambia
1191,ZWE,49.46506881713867,105,Zimbabwe
