isocode,sub-region,sub-region-score,Year,Prosperity Growth
JPN,Eastern Asia,0.10904252794053804,2013,0.3726039462619468
KAZ,Central Asia,0.4199508788093687,2013,-0.28645070393879735
KEN,Sub-Saharan Africa,0.1966062009358823,2013,1.8479275173611072
KGZ,Central Asia,0.4199508788093687,2013,0.6847377353244397
KHM,South-eastern Asia,0.3039828027997696,2013,-0.5712814331054688
KOR,Eastern Asia,0.10904252794053804,2013,-0.3001717461479956
KWT,Western Asia,0.11970141955784389,2013,-1.926175435384117
LAO,South-eastern Asia,0.3039828027997696,2013,0.8675973680284343
LBN,Western Asia,0.11970141955784389,2013,0.16579903496636206
LBR,Sub-Saharan Africa,0.1966062009358823,2013,-1.5997043185763928
LBY,Northern Africa,-0.17422699802136268,2013,-0.5133906470404739
LKA,Southern Asia,0.2417285253131201,2013,0.15911992390950047
LSO,Sub-Saharan Africa,0.1966062009358823,2013,0.4580489264594192
LTU,Northern Europe,0.19307814704047296,2013,1.1978293524848098
LUX,Western Europe,0.15470879310383043,2013,-2.0140783521864165
LVA,Northern Europe,0.19307814704047296,2013,2.1829931471082915
MAR,Northern Africa,-0.17422699802136268,2013,-0.3626365661621094
MDA,Eastern Europe,0.266389516800169,2013,1.2592705620659714
MDG,Sub-Saharan Africa,0.1966062009358823,2013,1.4049797058105469
MEX,Latin America and the Caribbean,0.19918489028372544,2013,0.1951501634385835
MKD,Southern Europe,0.25529253520662787,2013,2.719150119357643
MLI,Sub-Saharan Africa,0.1966062009358823,2013,1.3826385074191592
MLT,Southern Europe,0.25529253520662787,2013,1.1615740458170478
MNE,Southern Europe,0.25529253520662787,2013,1.578973982069229
MNG,Eastern Asia,0.10904252794053804,2013,0.6545003255208286
MOZ,Sub-Saharan Africa,0.1966062009358823,2013,0.03142441643608862
MRT,Sub-Saharan Africa,0.1966062009358823,2013,-0.07942517598470289
MUS,Sub-Saharan Africa,0.1966062009358823,2013,0.3574307759602817
MWI,Sub-Saharan Africa,0.1966062009358823,2013,-0.15481864081488794
MYS,South-eastern Asia,0.3039828027997696,2013,0.14991929796006787
NAM,Sub-Saharan Africa,0.1966062009358823,2013,0.18017408582898753
NER,Sub-Saharan Africa,0.1966062009358823,2013,-0.2511989805433501
NGA,Sub-Saharan Africa,0.1966062009358823,2013,-1.2258182101779553
NIC,Latin America and the Caribbean,0.19918489028372544,2013,1.000632815890846
NLD,Western Europe,0.15470879310383043,2013,2.458360459911546e-05
NOR,Northern Europe,0.19307814704047296,2013,0.03346930609808396
NPL,Southern Asia,0.2417285253131201,2013,1.8017056783040388
NZL,Australia and New Zealand,0.0062095399886845015,2013,0.7058173285590215
OMN,Western Asia,0.11970141955784389,2013,0.09174516465928662
PAK,Southern Asia,0.2417285253131201,2013,1.1274706522623674
PAN,Latin America and the Caribbean,0.19918489028372544,2013,-0.02800962660047901
PER,Latin America and the Caribbean,0.19918489028372544,2013,-0.08617740207247948
PHL,South-eastern Asia,0.3039828027997696,2013,0.7647442287868955
POL,Eastern Europe,0.266389516800169,2013,-0.3898006015353701
PRT,Southern Europe,0.25529253520662787,2013,0.38098907470703125
PRY,Latin America and the Caribbean,0.19918489028372544,2013,-1.0993190341525576
QAT,Western Asia,0.11970141955784389,2013,0.33514065212673216
ROU,Eastern Europe,0.266389516800169,2013,0.27142122056748974
RUS,Eastern Europe,0.266389516800169,2013,0.753175311618385
RWA,Sub-Saharan Africa,0.1966062009358823,2013,1.149472130669487
SAU,Western Asia,0.11970141955784389,2013,0.5685153537326428
SDN,Northern Africa,-0.17422699802136268,2013,0.11842430962456518
SEN,Sub-Saharan Africa,0.1966062009358823,2013,0.8026309543185803
SGP,South-eastern Asia,0.3039828027997696,2013,-0.07678349812825047
SLE,Sub-Saharan Africa,0.1966062009358823,2013,-1.005838818020294
SLV,Latin America and the Caribbean,0.19918489028372544,2013,0.15667046440972143
SUR,Latin America and the Caribbean,0.19918489028372544,2013,0.11085255940754735
SVK,Eastern Europe,0.266389516800169,2013,0.02715937296549953
SVN,Southern Europe,0.25529253520662787,2013,-0.12499660915798927
SWE,Northern Europe,0.19307814704047296,2013,-0.7167667812771157
SWZ,Sub-Saharan Africa,0.1966062009358823,2013,0.47445233662923414
TCD,Sub-Saharan Africa,0.1966062009358823,2013,-1.0111172993977888
TGO,Sub-Saharan Africa,0.1966062009358823,2013,0.5897541046142578
THA,South-eastern Asia,0.3039828027997696,2013,-0.6754112243652344
TJK,Central Asia,0.4199508788093687,2013,-0.050990634494361586
TTO,Latin America and the Caribbean,0.19918489028372544,2013,-0.5513568454318545
TUN,Northern Africa,-0.17422699802136268,2013,0.9548784891764299
TUR,Western Asia,0.11970141955784389,2013,0.08725696139865136
TZA,Sub-Saharan Africa,0.1966062009358823,2013,-0.5782118903265996
UGA,Sub-Saharan Africa,0.1966062009358823,2013,0.4394527011447451
UKR,Eastern Europe,0.266389516800169,2013,0.5359535217285156
URY,Latin America and the Caribbean,0.19918489028372544,2013,-0.3222130669487768
USA,Northern America,0.03483581542968851,2013,0.33823903401692235
VEN,Latin America and the Caribbean,0.19918489028372544,2013,-1.9441975487603074
VNM,South-eastern Asia,0.3039828027997696,2013,1.7810940212673643
YEM,Western Asia,0.11970141955784389,2013,-0.0444742838541643
ZAF,Sub-Saharan Africa,0.1966062009358823,2013,0.606742435031471
ZMB,Sub-Saharan Africa,0.1966062009358823,2013,0.3577982584635393
ZWE,Sub-Saharan Africa,0.1966062009358823,2013,1.205312305026581
AFG,Southern Asia,0.2417285253131201,2014,-1.3255594041612397
AGO,Sub-Saharan Africa,0.1966062009358823,2014,-1.406231986151795
ALB,Southern Europe,0.25529253520662787,2014,1.066572401258675
ARE,Western Asia,0.11970141955784389,2014,0.32903756035698706
ARG,Latin America and the Caribbean,0.19918489028372544,2014,-0.5619820488823777
ARM,Western Asia,0.11970141955784389,2014,-0.11721886528862768
AUS,Australia and New Zealand,0.0062095399886845015,2014,-0.6590728759765625
AUT,Western Europe,0.15470879310383043,2014,-0.6329078674316406
AZE,Western Asia,0.11970141955784389,2014,-0.07364188300238084
BDI,Sub-Saharan Africa,0.1966062009358823,2014,-0.9651908874511719
BEL,Western Europe,0.15470879310383043,2014,0.1736297607421875
BEN,Sub-Saharan Africa,0.1966062009358823,2014,-0.5420718722873232
BFA,Sub-Saharan Africa,0.1966062009358823,2014,-0.36279699537489307
BGD,Southern Asia,0.2417285253131201,2014,-1.6470345391167527
BGR,Eastern Europe,0.266389516800169,2014,0.5675820244683152
BHR,Western Asia,0.11970141955784389,2014,-0.7755610148112027
BLR,Eastern Europe,0.266389516800169,2014,-1.2425888909233933
BLZ,Latin America and the Caribbean,0.19918489028372544,2014,-0.12906180487738794
BOL,Latin America and the Caribbean,0.19918489028372544,2014,1.37834040323893
BRA,Latin America and the Caribbean,0.19918489028372544,2014,-0.609716203477646
BWA,Sub-Saharan Africa,0.1966062009358823,2014,-0.21830028957790404
CAF,Sub-Saharan Africa,0.1966062009358823,2014,0.4526011149088518
CAN,Northern America,0.03483581542968851,2014,0.07887437608508208
CHE,Western Europe,0.15470879310383043,2014,0.09948433770074416
CHL,Latin America and the Caribbean,0.19918489028372544,2014,0.6016332838270415
CHN,Eastern Asia,0.10904252794053804,2014,0.16900634765625
CIV,Sub-Saharan Africa,0.1966062009358823,2014,0.5445626576741489
CMR,Sub-Saharan Africa,0.1966062009358823,2014,-0.5945320129394531
COD,Sub-Saharan Africa,0.1966062009358823,2014,0.41059303283691406
COG,Sub-Saharan Africa,0.1966062009358823,2014,-0.9676958719889299
COL,Latin America and the Caribbean,0.19918489028372544,2014,0.29531097412109375
COM,Sub-Saharan Africa,0.1966062009358823,2014,0.09265391031901515
CRI,Latin America and the Caribbean,0.19918489028372544,2014,0.24156061808267282
CYP,Western Asia,0.11970141955784389,2014,-1.5459412468804175
CZE,Eastern Europe,0.266389516800169,2014,1.0485801696777344
DEU,Western Europe,0.15470879310383043,2014,0.6171646118164062
DJI,Sub-Saharan Africa,0.1966062009358823,2014,0.11661487155490846
DNK,Northern Europe,0.19307814704047296,2014,-0.200505998399521
DOM,Latin America and the Caribbean,0.19918489028372544,2014,0.5711801317003022
DZA,Northern Africa,-0.17422699802136268,2014,0.043787638346358904
ECU,Latin America and the Caribbean,0.19918489028372544,2014,0.5178366767035598
EGY,Northern Africa,-0.17422699802136268,2014,1.2652013566758953
ESP,Southern Europe,0.25529253520662787,2014,0.3264376322428433
EST,Northern Europe,0.19307814704047296,2014,1.4943678114149321
ETH,Sub-Saharan Africa,0.1966062009358823,2014,-0.34710439046223485
FIN,Northern Europe,0.19307814704047296,2014,0.25481923421223485
FRA,Western Europe,0.15470879310383043,2014,-0.07357745700413432
GAB,Sub-Saharan Africa,0.1966062009358823,2014,-0.9204538133409272
GBR,Northern Europe,0.19307814704047296,2014,-0.16327624850802636
GEO,Western Asia,0.11970141955784389,2014,-0.2999178568522112
GHA,Sub-Saharan Africa,0.1966062009358823,2014,-1.3462460835774692
GIN,Sub-Saharan Africa,0.1966062009358823,2014,-0.3811613718668667
GRC,Southern Europe,0.25529253520662787,2014,1.3553568522135393
GTM,Latin America and the Caribbean,0.19918489028372544,2014,-0.2302097744411924
GUY,Latin America and the Caribbean,0.19918489028372544,2014,-0.15762117173936474
HKG,Eastern Asia,0.10904252794053804,2014,-0.5269368489583428
HND,Latin America and the Caribbean,0.19918489028372544,2014,0.8358014424641951
HRV,Southern Europe,0.25529253520662787,2014,1.3965534634060361
HUN,Eastern Europe,0.266389516800169,2014,-0.5305909050835567
IDN,South-eastern Asia,0.3039828027997696,2014,0.5263909233940964
IND,Southern Asia,0.2417285253131201,2014,-0.060362074110244635
IRL,Northern Europe,0.19307814704047296,2014,0.335673862033417
IRN,Southern Asia,0.2417285253131201,2014,-0.4405028025309221
IRQ,Western Asia,0.11970141955784389,2014,0.5160893334282761
ISL,Northern Europe,0.19307814704047296,2014,-0.36906602647569287
ISR,Western Asia,0.11970141955784389,2014,-1.2913839552137603
ITA,Southern Europe,0.25529253520662787,2014,-0.34639739990234375
JAM,Latin America and the Caribbean,0.19918489028372544,2014,1.1305961608886719
JOR,Western Asia,0.11970141955784389,2014,-0.8385047912597656
JPN,Eastern Asia,0.10904252794053804,2014,-0.17420069376628078
KAZ,Central Asia,0.4199508788093687,2014,0.5700022379557268
KEN,Sub-Saharan Africa,0.1966062009358823,2014,-0.08018790351019334
KGZ,Central Asia,0.4199508788093687,2014,1.3366792466905366
KHM,South-eastern Asia,0.3039828027997696,2014,0.4145651923285598
KOR,Eastern Asia,0.10904252794053804,2014,-1.175240834554046
KWT,Western Asia,0.11970141955784389,2014,0.10947079128689552
LAO,South-eastern Asia,0.3039828027997696,2014,-0.060049268934463385
LBN,Western Asia,0.11970141955784389,2014,-0.3513637118869397
LBR,Sub-Saharan Africa,0.1966062009358823,2014,-1.8499573601616746
LBY,Northern Africa,-0.17422699802136268,2014,-2.341592788696289
LKA,Southern Asia,0.2417285253131201,2014,-0.49836476643879735
LSO,Sub-Saharan Africa,0.1966062009358823,2014,0.14150831434461963
LTU,Northern Europe,0.19307814704047296,2014,0.14240900675455492
LUX,Western Europe,0.15470879310383043,2014,2.782140943739151
LVA,Northern Europe,0.19307814704047296,2014,0.23701604207356297
MAR,Northern Africa,-0.17422699802136268,2014,0.3922381930881116
MDA,Eastern Europe,0.266389516800169,2014,-0.17854521009656565
MDG,Sub-Saharan Africa,0.1966062009358823,2014,0.44022878011067945
MEX,Latin America and the Caribbean,0.19918489028372544,2014,0.16090138753255445
MKD,Southern Europe,0.25529253520662787,2014,0.7204729715983049
MLI,Sub-Saharan Africa,0.1966062009358823,2014,0.6277099185519788
MLT,Southern Europe,0.25529253520662787,2014,1.1473651462131045
MNE,Southern Europe,0.25529253520662787,2014,0.12073940700954466
MNG,Eastern Asia,0.10904252794053804,2014,0.19454828898112453
MOZ,Sub-Saharan Africa,0.1966062009358823,2014,0.20353402031792456
MRT,Sub-Saharan Africa,0.1966062009358823,2014,-0.34425565931532276
MUS,Sub-Saharan Africa,0.1966062009358823,2014,-0.26538806491427636
MWI,Sub-Saharan Africa,0.1966062009358823,2014,-0.8376125759548572
MYS,South-eastern Asia,0.3039828027997696,2014,-0.4291623433430942
NAM,Sub-Saharan Africa,0.1966062009358823,2014,-0.6885600619845889
NER,Sub-Saharan Africa,0.1966062009358823,2014,-0.28777737087673927
NGA,Sub-Saharan Africa,0.1966062009358823,2014,-0.3538271586100237
NIC,Latin America and the Caribbean,0.19918489028372544,2014,-0.4501902262369839
NLD,Western Europe,0.15470879310383043,2014,-0.20288848876953125
NOR,Northern Europe,0.19307814704047296,2014,0.6535093519422759
NPL,Southern Asia,0.2417285253131201,2014,0.018611060248481692
NZL,Australia and New Zealand,0.0062095399886845015,2014,0.08209821912977588
OMN,Western Asia,0.11970141955784389,2014,-0.3783022562662737
PAK,Southern Asia,0.2417285253131201,2014,-1.0631501939561616
PAN,Latin America and the Caribbean,0.19918489028372544,2014,0.06952116224501026
PER,Latin America and the Caribbean,0.19918489028372544,2014,0.2065688239203567
PHL,South-eastern Asia,0.3039828027997696,2014,-0.005722469753692394
POL,Eastern Europe,0.266389516800169,2014,1.4321912129720005
PRT,Southern Europe,0.25529253520662787,2014,0.569427490234375
PRY,Latin America and the Caribbean,0.19918489028372544,2014,-0.6950836181640625
QAT,Western Asia,0.11970141955784389,2014,-0.3873608907063826
ROU,Eastern Europe,0.266389516800169,2014,1.2955411275227888
RUS,Eastern Europe,0.266389516800169,2014,1.6827021704779739
RWA,Sub-Saharan Africa,0.1966062009358823,2014,0.35932668050129735
SAU,Western Asia,0.11970141955784389,2014,-0.002282460530601327
SDN,Northern Africa,-0.17422699802136268,2014,-1.5888815985785598
SEN,Sub-Saharan Africa,0.1966062009358823,2014,1.5489720238579636
SGP,South-eastern Asia,0.3039828027997696,2014,0.18851598103840672
SLE,Sub-Saharan Africa,0.1966062009358823,2014,1.2853285471598284
SLV,Latin America and the Caribbean,0.19918489028372544,2014,0.13228564792208886
SUR,Latin America and the Caribbean,0.19918489028372544,2014,-0.1449940999348911
SVK,Eastern Europe,0.266389516800169,2014,0.6307152642144018
SVN,Southern Europe,0.25529253520662787,2014,0.06236182318794192
SWE,Northern Europe,0.19307814704047296,2014,-0.009805467393661615
SWZ,Sub-Saharan Africa,0.1966062009358823,2014,-0.04974174499511719
TCD,Sub-Saharan Africa,0.1966062009358823,2014,0.8703662024603958
TGO,Sub-Saharan Africa,0.1966062009358823,2014,1.597476111518013
THA,South-eastern Asia,0.3039828027997696,2014,-0.8463990953233491
TJK,Central Asia,0.4199508788093687,2014,0.6822382609049527
TTO,Latin America and the Caribbean,0.19918489028372544,2014,0.09065034654405224
TUN,Northern Africa,-0.17422699802136268,2014,-1.039118025037979
TUR,Western Asia,0.11970141955784389,2014,0.7762400309244839
TZA,Sub-Saharan Africa,0.1966062009358823,2014,-0.29057015313043166
UGA,Sub-Saharan Africa,0.1966062009358823,2014,-1.4292229546440964
UKR,Eastern Europe,0.266389516800169,2014,-0.5487810770670549
URY,Latin America and the Caribbean,0.19918489028372544,2014,0.5526818169487768
USA,Northern America,0.03483581542968851,2014,0.36678314208984375
VEN,Latin America and the Caribbean,0.19918489028372544,2014,-0.9585217369927292
VNM,South-eastern Asia,0.3039828027997696,2014,0.8549694485134509
YEM,Western Asia,0.11970141955784389,2014,-0.32229953342013573
ZAF,Sub-Saharan Africa,0.1966062009358823,2014,0.5356674194335938
ZMB,Sub-Saharan Africa,0.1966062009358823,2014,-0.4234983656141509
ZWE,Sub-Saharan Africa,0.1966062009358823,2014,-0.6047935485839844
